lemma,correct,total,accuracy
o f ɾ e s ˈe ɾ,660,660,100.0
p ɾ e b e n ˈi ɾ,660,660,100.0
d e s p a ɾ e s ˈe ɾ,660,660,100.0
ɾ e p o n ˈe ɾ,660,660,100.0
e m b e ʃ e s ˈe ɾ,660,660,100.0
s u ɾ s ˈi ɾ,660,660,100.0
i n t e ɾ b e n ˈi ɾ,660,660,100.0
k o p ɾ o d u s ˈi ɾ,660,660,100.0
d e s a s ˈe ɾ,220,220,100.0
ɾ e d e s ˈi ɾ,660,660,100.0
a m a n e s ˈe ɾ,660,660,100.0
a d o ɾ m e s ˈe ɾ,660,660,100.0
e n l u s ˈi ɾ,660,660,100.0
d i ɾ i ç ˈi ɾ,660,660,100.0
e n b i l e s ˈe ɾ,660,660,100.0
d e s b a n e s ˈe ɾ,660,660,100.0
t ɾ a s p o n ˈe ɾ,660,660,100.0
d e b e n ˈi ɾ,660,660,100.0
e n k a ʃ e s ˈe ɾ,660,660,100.0
e d u s ˈi ɾ,660,660,100.0
o p o n ˈe ɾ,660,660,100.0
d e s o b e d e s ˈe ɾ,660,660,100.0
a p o n ˈe ɾ,660,660,100.0
e m u n ç ˈe ɾ,660,660,100.0
f u n ç ˈi ɾ,660,660,100.0
e m p o b ɾ e s ˈe ɾ,660,660,100.0
a t e n ˈe ɾ,660,660,100.0
p ɾ e d e s ˈi ɾ,660,660,100.0
e n l o k e s ˈe ɾ,660,660,100.0
ɾ e t e n ˈe ɾ,660,660,100.0
d e ɾ e l i n k ˈi ɾ,660,660,100.0
ɾ e a p a ɾ e s ˈe ɾ,660,660,100.0
f ɾ a n ç ˈi ɾ,660,660,100.0
d e d u s ˈi ɾ,660,660,100.0
u ɾ ç ˈi ɾ,660,660,100.0
e k s t ɾ a ˈe ɾ,659,660,99.85
e k i b a l ˈe ɾ,659,660,99.85
t ɾ a ˈe ɾ,658,660,99.7
l a n ɡ i d e s ˈe ɾ,658,660,99.7
ɾ e d i ɾ i ç ˈi ɾ,656,660,99.39
a p e t e s ˈe ɾ,653,660,98.94
s u b s t ɾ a ˈe ɾ,653,660,98.94
d e s a p a ɾ e s ˈe ɾ,651,660,98.64
s o s t e n ˈe ɾ,650,660,98.48
e x e ɾ s ˈe ɾ,632,660,95.76
a n t e d e s ˈi ɾ,627,660,95.0
o b t e n ˈe ɾ,623,660,94.39
d e s t o ɾ s ˈe ɾ,612,660,92.73
i n t e l i ç ˈi ɾ,611,660,92.58
e s k o s ˈe ɾ,610,660,92.42
a b o r e s ˈe ɾ,602,660,91.21
e ɾ i ç ˈi ɾ,578,660,87.58
e l i ç ˈi ɾ,550,660,83.33
ɾ e t ɾ o t ɾ a ˈe ɾ,454,660,68.79
ɾ e a s ˈe ɾ,397,660,60.15
a d ʃ a s ˈe ɾ,271,660,41.06
a t a ɾ d e s ˈe ɾ,87,660,13.18
d e s a s ˈi ɾ,55,440,12.5
s o b ɾ e s a l ˈi ɾ,20,660,3.03
ʃ u k s t a p o n ˈe ɾ,0,660,0.0
